MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
00:1c:57:88:1c:f1,JHGuestnet,[ESS],2015-09-11 20:50:17,1,-82,39.3274384,-76.62014029,41,4,WIFI
00:17:0f:db:c3:a2,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:21,6,-76,39.32737667,-76.62012657,41,3,WIFI
00:17:0f:db:c3:ad,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:21,40,-83,39.32737667,-76.62012657,41,3,WIFI
00:17:0f:db:c3:af,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:21,40,-84,39.32737667,-76.62012657,41,3,WIFI
00:17:0f:db:2d:df,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:21,48,-84,39.32737667,-76.62012657,41,3,WIFI
00:17:0f:db:2d:dd,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:21,48,-85,39.32737667,-76.62012657,41,3,WIFI
00:16:9c:90:0c:a0,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:21,6,-83,39.32737667,-76.62012657,41,3,WIFI
00:16:9c:90:0c:a2,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:21,6,-83,39.32737667,-76.62012657,41,3,WIFI
00:17:0f:db:c3:a1,JHGuestnet,[ESS],2015-09-11 20:50:21,6,-75,39.32737667,-76.62012657,41,3,WIFI
00:17:df:35:53:d1,JHGuestnet,[ESS],2015-09-11 20:50:21,1,-82,39.32737667,-76.62012657,41,3,WIFI
00:16:9c:90:0c:a1,JHGuestnet,[ESS],2015-09-11 20:50:21,6,-83,39.32737667,-76.62012657,41,3,WIFI
00:17:0f:db:37:11,JHGuestnet,[ESS],2015-09-11 20:50:21,6,-85,39.32737667,-76.62012657,41,3,WIFI
02:27:b7:02:6d:01,HPE710n.C90C7D,[IBSS],2015-09-11 20:50:21,6,-93,39.32737667,-76.62012657,41,3,WIFI
00:1c:57:88:1c:fd,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:25,40,-78,39.32731954,-76.62011036,39,4,WIFI
00:17:0f:db:37:1f,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:25,40,-85,39.32731954,-76.62011036,39,4,WIFI
00:17:df:35:53:d0,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:25,1,-81,39.32731954,-76.62011036,39,4,WIFI
00:19:a9:ce:e1:42,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:25,11,-85,39.32731954,-76.62011036,39,4,WIFI
00:17:0f:db:2d:de,JHGuestnet,[ESS],2015-09-11 20:50:25,48,-77,39.32731954,-76.62011036,39,4,WIFI
00:1c:57:88:1c:fe,JHGuestnet,[ESS],2015-09-11 20:50:25,40,-80,39.32731954,-76.62011036,39,4,WIFI
34:db:fd:dd:9d:62,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:29,1,-66,39.32726555,-76.62010985,36,3,WIFI
00:1c:57:88:1c:ff,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:29,40,-69,39.32726555,-76.62010985,36,3,WIFI
00:17:0f:db:37:12,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:29,6,-75,39.32726555,-76.62010985,36,3,WIFI
00:17:0f:db:c3:a0,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:29,6,-75,39.32726555,-76.62010985,36,3,WIFI
68:bc:0c:62:4a:ed,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:29,157,-84,39.32726555,-76.62010985,36,3,WIFI
00:1e:79:d7:6d:70,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:29,1,-82,39.32726555,-76.62010985,36,3,WIFI
68:bc:0c:62:4a:e2,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:29,6,-84,39.32726555,-76.62010985,36,3,WIFI
68:bc:0c:62:4a:e1,JHGuestnet,[ESS],2015-09-11 20:50:33,6,-79,39.32720586,-76.62011811,36,4,WIFI
00:1c:57:88:26:31,JHGuestnet,[ESS],2015-09-11 20:50:33,1,-81,39.32720586,-76.62011811,36,4,WIFI
34:db:fd:dd:9d:61,JHGuestnet,[ESS],2015-09-11 20:50:37,1,-66,39.3271479,-76.62011633,36,5,WIFI
f4:4e:05:c6:87:0d,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:37,60,-83,39.3271479,-76.62011633,36,5,WIFI
68:bc:0c:62:4a:e0,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:37,6,-72,39.3271479,-76.62011633,36,5,WIFI
00:1e:79:d7:6d:72,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:37,1,-74,39.3271479,-76.62011633,36,5,WIFI
00:1e:79:d7:6d:7d,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:37,44,-80,39.3271479,-76.62011633,36,5,WIFI
00:17:0f:20:18:72,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:37,11,-84,39.3271479,-76.62011633,36,5,WIFI
00:0e:8e:64:45:51,ClickShare-ICM-214a,[WPA2-PSK-CCMP][ESS],2015-09-11 20:50:37,36,-90,39.3271479,-76.62011633,36,5,WIFI
68:bc:0c:62:4a:ee,JHGuestnet,[ESS],2015-09-11 20:50:37,157,-82,39.3271479,-76.62011633,36,5,WIFI
00:1e:79:d7:6d:7e,JHGuestnet,[ESS],2015-09-11 20:50:37,44,-83,39.3271479,-76.62011633,36,5,WIFI
68:bc:0c:64:3b:e1,JHGuestnet,[ESS],2015-09-11 20:50:37,11,-81,39.3271479,-76.62011633,36,5,WIFI
00:17:0f:20:18:71,JHGuestnet,[ESS],2015-09-11 20:50:37,11,-84,39.3271479,-76.62011633,36,5,WIFI
68:bc:0c:64:3b:e2,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:41,11,-76,39.32709251,-76.62010765,36,4,WIFI
68:bc:0c:64:3b:e0,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:41,11,-77,39.32709251,-76.62010765,36,4,WIFI
00:17:0f:db:37:10,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:41,6,-80,39.32709251,-76.62010765,36,4,WIFI
00:17:0f:db:2d:d0,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:41,11,-82,39.32709251,-76.62010765,36,4,WIFI
00:1e:79:d7:6d:71,JHGuestnet,[ESS],2015-09-11 20:50:41,1,-76,39.32709251,-76.62010765,36,4,WIFI
00:17:0f:db:37:1e,JHGuestnet,[ESS],2015-09-11 20:50:41,40,-84,39.32709251,-76.62010765,36,4,WIFI
00:17:0f:db:2d:d2,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:45,11,-72,39.32703621,-76.620112,36,5,WIFI
00:17:df:35:50:50,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:45,11,-84,39.32703621,-76.620112,36,5,WIFI
00:17:df:35:50:52,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:45,11,-84,39.32703621,-76.620112,36,5,WIFI
00:17:0f:db:2d:d1,JHGuestnet,[ESS],2015-09-11 20:50:45,11,-73,39.32703621,-76.620112,36,5,WIFI
34:db:fd:dd:9d:60,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:49,1,-72,39.32697881,-76.62010595,34,5,WIFI
80:ea:96:ea:b3:eb,Joseph's Wi-Fi Network,[WPA2-PSK-CCMP][ESS],2015-09-11 20:50:49,149,-81,39.32697881,-76.62010595,34,5,WIFI
00:17:df:35:50:51,JHGuestnet,[ESS],2015-09-11 20:50:49,11,-83,39.32697881,-76.62010595,34,5,WIFI
82:eb:b3:ea:96:e0,Joseph's Guest Network,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:50:53,149,-81,39.32692463,-76.62010162,39,4,WIFI
82:5c:a1:6f:1e:fa,smesh_net4,[IBSS],2015-09-11 20:50:53,11,-75,39.32692463,-76.62010162,39,4,WIFI
f8:4f:57:41:fa:d0,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:53,11,-86,39.32692463,-76.62010162,39,4,WIFI
00:17:0f:db:37:1d,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:50:57,40,-83,39.32689349,-76.62014008,39,4,WIFI
38:4b:76:01:8b:0b,SHields,[WPA2-PSK-CCMP][ESS],2015-09-11 20:51:01,1,-90,39.32689792,-76.62023747,34,4,WIFI
f4:4e:05:c6:87:0e,JHGuestnet,[ESS],2015-09-11 20:51:01,60,-82,39.32689792,-76.62023747,34,4,WIFI
f8:4f:57:41:fa:d2,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:04,11,-82,39.3269035,-76.62030077,32,4,WIFI
00:1c:57:88:26:32,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:09,1,-80,39.32689827,-76.62038788,29,3,WIFI
c0:4a:00:6d:04:31,math415,[WPS][WEP][ESS],2015-09-11 20:51:13,6,-87,39.32690066,-76.62045308,31,4,WIFI
00:1c:57:88:26:30,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:17,1,-81,39.32689838,-76.62051857,29,4,WIFI
00:1e:58:29:47:ff,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:51:17,7,-84,39.32689838,-76.62051857,29,4,WIFI
c4:04:15:17:c6:98,BEAMER,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:51:25,153,-86,39.32686932,-76.62061985,32,6,WIFI
00:17:df:35:5d:c2,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:25,1,-83,39.32686932,-76.62061985,32,6,WIFI
00:24:50:11:b2:e2,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:25,6,-85,39.32686932,-76.62061985,32,6,WIFI
14:d6:4d:28:e9:40,OSA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:51:25,6,-90,39.32686932,-76.62061985,32,6,WIFI
00:17:df:35:5d:c1,JHGuestnet,[ESS],2015-09-11 20:51:25,1,-83,39.32686932,-76.62061985,32,6,WIFI
00:24:50:11:b2:e1,JHGuestnet,[ESS],2015-09-11 20:51:25,6,-85,39.32686932,-76.62061985,32,6,WIFI
00:17:df:35:5d:c0,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:29,1,-84,39.32686833,-76.62068779,32,6,WIFI
1c:7e:e5:31:8e:9e,photonics2,[WPS][WEP][ESS],2015-09-11 20:51:29,6,-87,39.32686833,-76.62068779,32,6,WIFI
18:9c:5d:5d:a1:bd,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:33,36,-78,39.32687552,-76.62068313,33,6,WIFI
18:9c:5d:5d:a1:bf,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:33,36,-79,39.32687552,-76.62068313,33,6,WIFI
18:9c:5d:5d:a1:b2,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:33,11,-76,39.32687552,-76.62068313,33,6,WIFI
78:ba:f9:ba:40:5d,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:33,56,-84,39.32687552,-76.62068313,33,6,WIFI
58:6d:8f:14:16:0d,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:51:33,6,-93,39.32687552,-76.62068313,33,6,WIFI
18:9c:5d:5d:a1:b1,JHGuestnet,[ESS],2015-09-11 20:51:33,11,-77,39.32687552,-76.62068313,33,6,WIFI
78:ba:f9:ba:40:5e,JHGuestnet,[ESS],2015-09-11 20:51:33,56,-83,39.32687552,-76.62068313,33,6,WIFI
b0:00:b4:65:2b:8d,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:37,44,-78,39.32687936,-76.62072292,27,6,WIFI
b0:00:b4:65:2b:8f,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:37,44,-78,39.32687936,-76.62072292,27,6,WIFI
78:ba:f9:ba:40:5f,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:37,56,-82,39.32687936,-76.62072292,27,6,WIFI
b0:00:b4:65:2b:82,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:37,11,-83,39.32687936,-76.62072292,27,6,WIFI
e4:f4:c6:1e:7d:5c,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:51:37,9,-93,39.32687936,-76.62072292,27,6,WIFI
e0:3f:49:6a:44:40,,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:51:37,9,-93,39.32687936,-76.62072292,27,6,WIFI
b0:00:b4:65:2b:8e,JHGuestnet,[ESS],2015-09-11 20:51:37,44,-78,39.32687936,-76.62072292,27,6,WIFI
b0:00:b4:65:2b:81,JHGuestnet,[ESS],2015-09-11 20:51:37,11,-84,39.32687936,-76.62072292,27,6,WIFI
fc:5b:39:5a:4d:3d,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:41,56,-81,39.32688607,-76.62077583,26,6,WIFI
fc:5b:39:5a:4d:3f,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:41,56,-81,39.32688607,-76.62077583,26,6,WIFI
ec:e1:a9:30:ec:40,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:41,6,-84,39.32688607,-76.62077583,26,6,WIFI
18:9c:5d:5d:a1:b0,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:41,11,-85,39.32688607,-76.62077583,26,6,WIFI
18:9c:5d:5d:a1:be,JHGuestnet,[ESS],2015-09-11 20:51:41,36,-77,39.32688607,-76.62077583,26,6,WIFI
fc:5b:39:5a:4d:3e,JHGuestnet,[ESS],2015-09-11 20:51:41,56,-81,39.32688607,-76.62077583,26,6,WIFI
1c:de:a7:e8:a8:2e,JHGuestnet,[ESS],2015-09-11 20:51:41,36,-86,39.32688607,-76.62077583,26,6,WIFI
76:92:a4:91:db:71,wnavab,[IBSS],2015-09-11 20:51:41,11,-90,39.32688607,-76.62077583,26,6,WIFI
70:10:5c:b0:66:9d,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:45,36,-75,39.32687955,-76.62083695,28,7,WIFI
70:10:5c:b0:66:9f,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:45,36,-78,39.32687955,-76.62083695,28,7,WIFI
ec:e1:a9:30:ec:42,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:45,6,-80,39.32687955,-76.62083695,28,7,WIFI
c0:7b:bc:97:33:f2,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:45,1,-85,39.32687955,-76.62083695,28,7,WIFI
70:10:5c:b0:66:9e,JHGuestnet,[ESS],2015-09-11 20:51:45,36,-76,39.32687955,-76.62083695,28,7,WIFI
ec:e1:a9:30:ec:41,JHGuestnet,[ESS],2015-09-11 20:51:45,6,-81,39.32687955,-76.62083695,28,7,WIFI
f4:4e:05:c6:83:b0,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:49,6,-82,39.32688427,-76.62087431,30,8,WIFI
f4:4e:05:c6:83:b2,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:49,6,-85,39.32688427,-76.62087431,30,8,WIFI
f4:4e:05:c6:83:b1,JHGuestnet,[ESS],2015-09-11 20:51:49,6,-83,39.32688427,-76.62087431,30,8,WIFI
c0:7b:bc:97:33:f0,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:51:53,1,-80,39.32689273,-76.62096697,30,5,WIFI
c0:7b:bc:97:33:f1,JHGuestnet,[ESS],2015-09-11 20:51:53,1,-80,39.32689273,-76.62096697,30,5,WIFI
04:da:d2:1f:93:00,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:01,6,-83,39.3269888,-76.62104019,27,5,WIFI
04:da:d2:1f:93:02,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:01,6,-84,39.3269888,-76.62104019,27,5,WIFI
00:19:a9:ce:e1:41,JHGuestnet,[ESS],2015-09-11 20:52:01,11,-84,39.3269888,-76.62104019,27,5,WIFI
02:2c:0c:4d:90:4a,HPC5115D,[IBSS],2015-09-11 20:52:01,10,-81,39.3269888,-76.62104019,27,5,WIFI
70:10:5c:b0:75:1d,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:05,36,-77,39.32702562,-76.62107793,26,5,WIFI
00:19:a9:ce:e1:40,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:05,11,-80,39.32702562,-76.62107793,26,5,WIFI
70:10:5c:b0:75:1e,JHGuestnet,[ESS],2015-09-11 20:52:05,36,-81,39.32702562,-76.62107793,26,5,WIFI
f4:4e:05:c5:44:dd,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:09,56,-82,39.3271015,-76.62107733,24,4,WIFI
f4:4e:05:c5:44:df,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:09,56,-83,39.3271015,-76.62107733,24,4,WIFI
70:10:5c:b0:75:10,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:09,11,-82,39.3271015,-76.62107733,24,4,WIFI
1c:1d:86:70:fc:60,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:09,1,-82,39.3271015,-76.62107733,24,4,WIFI
1c:1d:86:70:fc:62,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:09,1,-83,39.3271015,-76.62107733,24,4,WIFI
70:10:5c:b0:75:12,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:09,11,-86,39.3271015,-76.62107733,24,4,WIFI
f4:4e:05:c5:44:de,JHGuestnet,[ESS],2015-09-11 20:52:09,56,-82,39.3271015,-76.62107733,24,4,WIFI
1c:1d:86:70:fc:6e,JHGuestnet,[ESS],2015-09-11 20:52:09,44,-84,39.3271015,-76.62107733,24,4,WIFI
1c:1d:86:70:fc:61,JHGuestnet,[ESS],2015-09-11 20:52:09,1,-83,39.3271015,-76.62107733,24,4,WIFI
1c:1d:86:70:fc:6f,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:13,44,-81,39.32716294,-76.62106596,27,4,WIFI
1c:1d:86:70:fc:6d,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:13,44,-81,39.32716294,-76.62106596,27,4,WIFI
5c:96:9d:65:14:a6,TarrafLab,[WPA2-PSK-CCMP][ESS],2015-09-11 20:52:13,157,-87,39.32716294,-76.62106596,27,4,WIFI
b8:8d:12:63:e2:e4,TarrafLab,[WPA2-PSK-CCMP][ESS],2015-09-11 20:52:13,36,-89,39.32716294,-76.62106596,27,4,WIFI
00:90:4c:7e:00:6e,PIV OCEAN,[WPA-PSK-TKIP][ESS],2015-09-11 20:52:13,11,-93,39.32716294,-76.62106596,27,4,WIFI
f4:4e:05:c5:36:cd,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:17,161,-79,39.32721956,-76.62106497,28,3,WIFI
f4:4e:05:c5:36:cf,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:17,161,-80,39.32721956,-76.62106497,28,3,WIFI
f4:4e:05:c5:36:c2,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:17,11,-84,39.32721956,-76.62106497,28,3,WIFI
00:11:50:38:df:29,DSPLab,[WEP][ESS],2015-09-11 20:52:17,11,-84,39.32721956,-76.62106497,28,3,WIFI
f4:4e:05:c5:36:ce,JHGuestnet,[ESS],2015-09-11 20:52:17,161,-80,39.32721956,-76.62106497,28,3,WIFI
00:17:df:35:5b:61,JHGuestnet,[ESS],2015-09-11 20:52:17,11,-85,39.32721956,-76.62106497,28,3,WIFI
00:19:a9:ce:e1:4f,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:21,56,-82,39.32727939,-76.6210788,31,4,WIFI
00:19:a9:ce:e1:4d,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:21,56,-83,39.32727939,-76.6210788,31,4,WIFI
f4:4e:05:c5:44:d2,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:21,11,-83,39.32727939,-76.6210788,31,4,WIFI
f4:4e:05:c5:36:c0,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:21,11,-83,39.32727939,-76.6210788,31,4,WIFI
82:eb:b3:ea:96:e0,Joseph's Guest Network,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:52:25,149,-88,39.32734141,-76.62110207,32,4,WIFI
00:19:a9:ce:e1:42,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:29,11,-77,39.32740031,-76.62112554,36,4,WIFI
5c:96:9d:65:14:a5,TarrafLab,[WPA2-PSK-CCMP][ESS],2015-09-11 20:52:29,1,-81,39.32740031,-76.62112554,36,4,WIFI
80:ea:96:ea:b3:ea,Joseph's Wi-Fi Network,[WPA2-PSK-CCMP][ESS],2015-09-11 20:52:29,6,-90,39.32740031,-76.62112554,36,4,WIFI
82:ea:b3:ea:96:e0,Joseph's Guest Network,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:52:29,6,-81,39.32740031,-76.62112554,36,4,WIFI
80:ea:96:ea:b3:eb,Joseph's Wi-Fi Network,[WPA2-PSK-CCMP][ESS],2015-09-11 20:52:29,149,-89,39.32740031,-76.62112554,36,4,WIFI
f0:9e:63:5d:73:80,hopkins,[WPA2-EAP-CCMP-preauth][ESS],2015-09-11 20:52:29,1,-77,39.32740031,-76.62112554,36,4,WIFI
f0:9e:63:5d:73:8f,hopkins,[WPA2-EAP-CCMP-preauth][ESS],2015-09-11 20:52:29,36,-83,39.32740031,-76.62112554,36,4,WIFI
f4:4e:05:c5:44:d0,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:29,11,-83,39.32740031,-76.62112554,36,4,WIFI
06:a1:51:e6:b9:82,ULMGUEST,[WPA2-PSK-CCMP][ESS],2015-09-11 20:52:29,9,-87,39.32740031,-76.62112554,36,4,WIFI
04:a1:51:e6:b9:81,ULMNET-SLOW,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:52:29,9,-90,39.32740031,-76.62112554,36,4,WIFI
3c:77:e6:46:01:65,123,[WPA2-PSK-CCMP][ESS],2015-09-11 20:52:29,10,-90,39.32740031,-76.62112554,36,4,WIFI
310260_20233_10246145,T-Mobile ,UNKNOWN;us,2015-09-11 20:52:29,0,-113,39.32740031,-76.62112554,36,4,GSM
00:16:9c:90:0c:a0,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:33,6,-67,39.32744019,-76.6211716,36,3,WIFI
00:16:9c:90:0c:a2,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:33,6,-65,39.32744019,-76.6211716,36,3,WIFI
b8:8d:12:63:e2:e3,TarrafLab,[WPA2-PSK-CCMP][ESS],2015-09-11 20:52:33,1,-75,39.32744019,-76.6211716,36,3,WIFI
00:16:9c:90:0c:a1,JHGuestnet,[ESS],2015-09-11 20:52:33,6,-67,39.32744019,-76.6211716,36,3,WIFI
00:16:9c:90:0c:ad,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:33,40,-82,39.32744019,-76.6211716,36,3,WIFI
88:75:56:82:be:d2,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:33,1,-78,39.32744019,-76.6211716,36,3,WIFI
00:16:9c:90:0c:af,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:33,40,-83,39.32744019,-76.6211716,36,3,WIFI
f4:4e:05:b9:5f:e2,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:33,1,-84,39.32744019,-76.6211716,36,3,WIFI
44:94:fc:48:cc:90,ERLEBACHERSLOW,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:52:33,1,-93,39.32744019,-76.6211716,36,3,WIFI
00:16:9c:90:0c:ae,JHGuestnet,[ESS],2015-09-11 20:52:33,40,-82,39.32744019,-76.6211716,36,3,WIFI
88:75:56:82:be:d1,JHGuestnet,[ESS],2015-09-11 20:52:33,1,-80,39.32744019,-76.6211716,36,3,WIFI
f4:4e:05:c5:36:c1,JHGuestnet,[ESS],2015-09-11 20:52:33,11,-81,39.32744019,-76.6211716,36,3,WIFI
f4:4e:05:b9:5f:e1,JHGuestnet,[ESS],2015-09-11 20:52:33,1,-84,39.32744019,-76.6211716,36,3,WIFI
88:75:56:82:be:d0,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:37,1,-84,39.32748746,-76.62118909,34,4,WIFI
04:da:d2:1f:93:01,JHGuestnet,[ESS],2015-09-11 20:52:41,6,-79,39.32754046,-76.62121272,34,4,WIFI
58:bf:ea:92:e4:f2,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:45,1,-82,39.32761163,-76.62122209,34,3,WIFI
00:30:44:18:07:53,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:52:45,2,-90,39.32761163,-76.62122209,34,3,WIFI
50:65:f3:70:d8:c8,DIRECT-C7-HP Officejet 5740,[WPA2-PSK-CCMP][ESS],2015-09-11 20:52:45,6,-93,39.32761163,-76.62122209,34,3,WIFI
58:bf:ea:92:e4:f0,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:50,1,-76,39.32768576,-76.62123743,33,4,WIFI
58:0a:20:5a:4d:30,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:54,11,-84,39.32773731,-76.62122761,31,5,WIFI
02:24:04:84:be:82,HPE710n.5D9777,[IBSS],2015-09-11 20:52:54,6,-87,39.32773731,-76.62122761,31,5,WIFI
f0:29:29:60:86:42,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:58,1,-78,39.32778025,-76.62119623,34,5,WIFI
f0:29:29:60:86:4d,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:52:58,44,-83,39.32778025,-76.62119623,34,5,WIFI
f0:29:29:60:86:4e,JHGuestnet,[ESS],2015-09-11 20:52:58,44,-84,39.32778025,-76.62119623,34,5,WIFI
04:da:d2:1f:93:0e,JHGuestnet,[ESS],2015-09-11 20:52:58,153,-84,39.32778025,-76.62119623,34,5,WIFI
f0:29:29:60:86:41,JHGuestnet,[ESS],2015-09-11 20:52:58,1,-81,39.32778025,-76.62119623,34,5,WIFI
58:bf:ea:92:e4:f1,JHGuestnet,[ESS],2015-09-11 20:52:58,1,-83,39.32778025,-76.62119623,34,5,WIFI
f0:29:29:60:86:40,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:53:02,1,-82,39.32782669,-76.6211825,32,4,WIFI
310260_20233_10246147,T-Mobile ,UNKNOWN;us,2015-09-11 20:53:02,0,-113,39.32782669,-76.6211825,32,4,GSM
04:da:d2:1f:93:02,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:53:18,6,-58,39.32803974,-76.62117407,28,4,WIFI
04:da:d2:1f:93:00,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:53:18,6,-68,39.32803974,-76.62117407,28,4,WIFI
f4:4e:05:c5:49:40,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:53:18,1,-82,39.32803974,-76.62117407,28,4,WIFI
